Country,Code,Year,LifeExpectancy_LR,AirPollution,AlcoholConsumption,TempAnnualMean,Temp5YrSmooth,Adult Mortality_LR,infant deaths_LR,Alcohol_LR,percentage expenditure_LR,Hepatitis B_LR,Measles_LR,BMI_LR,under-five deaths_LR,Polio_LR,Total expenditure_LR,Diphtheria_LR,HIV/AIDS_LR,GDP_LR,Population_LR,thinness  1-19 years_LR,thinness 5-9 years_LR,Income composition of resources_LR,Schooling_LR,Mortality Rate under 5,TB_Cases_per_100k,Mean years of schooling,Share of Population Using Clean Cooking Fuels (%),Infant Mortality Rate – Total (per 100 births),Population Using Safe Water (%),Sterberate Alkohol,Sterberate Drogen,Primary energy consumption
Kiribati,KIR,2003,65.2869,12.1547319508569,1.23,27.79,27.77,215.0,0.0,0.5,1.76541345,73.0,0.0,7.6,0.0,79.0,9.98,7.0,0.1,115.3865,88895.0,0.2,0.2,0.0,11.6,62.0,400.0,8.577655464699909,1.3,4.776605,10.546686,0.3953004647288619,3.8099552685574367,0.18908446
Kuwait,KWT,2003,76.3043,62.9365619789798,0.0,26.24,26.38,93.0,0.0,0.03,159.0098727,99.0,0.0,65.5,1.0,99.0,3.23,99.0,0.1,2271.56961,13456563.520530397,3.2,3.0,0.788,14.1,12.1,31.0,6.132,100.0,1.0453213,100.0,0.3834865148024555,1.0497054185741466,271.09064
Kyrgyzstan,KGZ,2003,65.4485,22.5598882498993,6.55,2.14,3.1,217.0,4.0,3.52,0.0,99.0,6.0,37.0,4.0,98.0,5.43,98.0,0.1,8307.809811306384,13456563.520530397,3.5,3.5,0.602,12.2,43.3,146.0,8.10662962962963,59.2,3.6829038,46.22503,8.915336656824358,10.31047788163908,59.905827
Laos,LAO,2003,59.6426,28.9554957475365,7.57,19.46412393162393,19.46826617826618,259.0,12.0,3.41,0.0,5.0,1810.0,13.8,17.0,52.0,4.91,49.0,0.1,8307.809811306384,13456563.520530397,1.2,1.3,0.477,8.3,94.9,293.0,8.10662962962963,1.7,6.8394647,10.610356,0.6642861304649784,0.7739344633406273,11.678458
Latvia,LVA,2003,70.6361,19.4158394192282,9.74,6.39,7.0,29.0,0.0,8.24,478.0644911,98.0,0.0,56.3,0.0,98.0,6.15,98.0,0.1,5134.95694,2287955.0,2.6,2.6,0.761,15.2,11.9,85.0,8.10662962962963,100.0,0.9716978,92.430954,15.31379807285289,17.90222264537666,40.518814
Lebanon,LBN,2003,75.2753,18.2496665183829,2.1,15.53,15.52,15.0,1.0,2.19,527.9176618,74.0,526.0,59.7,1.0,74.0,9.3,74.0,0.1,5425.6697,371464.0,4.8,4.7,0.0,14.8,16.9,9.7,8.577655464699909,63.38644140290847,1.444431,44.159767,0.0895131653298744,0.4956959097256319,65.76613
Lesotho,LSO,2003,44.9214,21.7379693349774,3.65,12.38,12.29,648.0,5.0,1.99,5.300902041,17.0,1.0,26.4,7.0,9.0,7.13,9.0,33.8,63.636279,191897.0,1.2,1.1,0.44,10.5,113.7,1080.0,6.874,20.7,7.1439466,11.523815,1.287940438630033,1.676838528364039,2.6158326
Liberia,LBR,2003,53.045,41.8293854413503,4.38,25.48,25.5,42.0,13.0,4.21,9.758449266,83.86914997675701,142.0,21.1,18.0,49.0,3.44,35.0,3.2,133.494518,3116233.0,8.7,8.7,0.373,10.3,154.3,256.0,3.816,0.5,10.4193125,64.71782099599137,0.78239693136478,0.8006724361357849,2.1787899
Libya,LBY,2003,70.996,39.2184710587122,0.028,23.07,23.02,144.0,3.0,0.01,295.1166511,96.0,0.0,54.6,3.0,95.0,4.6,95.0,0.1,4676.96753,13456563.520530397,5.6,5.4,0.74,16.0,25.5,40.0,7.49,63.38644140290847,2.1907632,64.71782099599137,0.1357841086925158,1.7379242767237877,218.0163
Lithuania,LTU,2003,72.0883,15.5425823302599,12.49,19.46412393162393,19.46826617826618,22.0,0.0,11.29,80.99710054,95.0,1.0,57.8,0.0,91.0,6.46,94.0,0.1,555.535669,3415213.0,3.2,3.2,0.78,15.8,9.6,87.0,8.10662962962963,100.0,0.7631779,69.40066,16.95165750679204,19.528067654816503,102.23037
Luxembourg,LUX,2003,77.2624,13.7908891605103,13.13,10.16,10.18,92.0,0.0,12.61,10111.38928,95.0,1.0,55.8,0.0,99.0,7.67,98.0,0.1,65445.8853,45163.0,1.0,0.9,0.865,13.6,3.9,14.0,10.322,100.0,0.31169945,99.828514,4.990565489515936,7.972548656617415,45.7039
Madagascar,MDG,2003,59.6926,12.3230044849761,1.07,22.69,22.56,268.0,40.0,0.93,37.12894787,61.0,62233.0,15.0,60.0,65.0,4.81,66.0,0.7,316.7998965,17279141.0,8.3,8.3,0.457,8.5,92.0,273.0,8.577655464699909,1.1,5.9873457,8.646787,0.9245798455342622,1.3693558676244086,9.301135
Malawi,MWI,2003,49.6013,22.8887813812108,2.9,22.77,22.67,613.0,43.0,1.08,4.375316094,84.0,167.0,15.2,70.0,85.0,6.35,84.0,24.2,26.152517,12336687.0,7.6,7.5,0.362,10.3,131.5,403.0,4.294,2.1,7.673889,8.069427,1.2374932028474628,1.7219120199473703,6.9402328
Malaysia,MYS,2003,73.7273,23.1072146751735,0.62,26.37,26.4,138.0,3.0,0.48,264.2496129,95.0,632.0,28.8,4.0,96.0,3.95,96.0,0.1,4463.675893,2468873.0,9.3,9.1,0.724,12.1,8.5,73.0,9.892,98.1,0.7319537,92.83031,0.4218847034394105,0.5614095102224423,714.1565
Maldives,MDV,2003,73.2634,16.3251633783939,1.62,28.1,28.08,112.0,0.0,1.75,491.4978908,98.0,75.0,16.7,0.0,98.0,5.9,98.0,0.1,3432.247841,34.0,14.6,14.7,0.601,11.8,27.2,57.0,8.10662962962963,66.4,2.2880144,64.71782099599137,0.0978471981687741,0.2518220712961523,2.494432
Mali,MLI,2003,52.632,63.6958519756611,0.8,29.38,29.34,299.0,59.0,0.54,6.660451777,79.0,232.0,17.0,106.0,67.0,6.25,63.0,2.2,391.791281,125128.0,1.3,1.2,0.318,5.2,169.0,73.0,1.606,0.8,9.363775,64.71782099599137,0.6735793136206022,0.6892354071202007,4.328564
Malta,MLT,2003,78.6961,16.9496741589384,6.02,19.77,19.63,71.0,0.0,6.7,1678.392773,89.0,4.0,63.9,0.0,94.0,8.6,94.0,0.1,13689.98999,398582.0,0.7,0.7,0.79,13.8,7.1,2.0,10.532,100.0,0.6190808,100.0,0.5247858957957073,1.7876428686126995,23.127022
Mauritania,MRT,2003,62.8047,76.8650180022067,0.0,28.89,28.97,226.0,8.0,0.01,29.65370899,83.86914997675701,3611.0,22.9,12.0,75.0,4.53,76.0,1.3,528.586613,2957117.0,1.3,1.1,0.447,6.6,82.5,206.0,8.10662962962963,34.1,5.5046196,64.71782099599137,0.5724629741056543,0.5936568859171554,5.9230733
Mauritius,MUS,2003,72.3074,10.6053806231737,7.9,23.36,23.2,174.0,0.0,4.08,407.779262,97.0,777.0,26.9,0.0,99.0,4.15,99.0,0.1,4623.347642,121337.0,7.9,7.8,0.687,12.6,16.0,14.0,7.724,95.1,1.4056252,64.71782099599137,6.430844961083533,7.474365113774203,16.46086
Mexico,MEX,2003,73.308,26.5162170155356,6.09,21.26,21.13,127.0,46.0,4.88,781.2062828,98.0,44.0,54.9,55.0,98.0,6.2,98.0,0.1,6751.998987,1564453.0,1.9,1.8,0.708,11.9,24.6,23.0,8.524,84.2,2.0879793,40.139606,3.9410662615693512,4.385579727676375,1740.9479
Moldova,MDA,2003,67.8998,24.9046500915055,11.97,10.02,10.83,226.0,1.0,8.15,0.0,99.0,87.0,47.6,1.0,98.0,8.24,98.0,0.1,8307.809811306384,13456563.520530397,3.3,3.5,0.6598513368983958,12.4773440285205,23.4,119.0,8.10662962962963,74.6,1.9842631,46.217403,10.197446105489805,11.219734112350912,39.423717
Mongolia,MNG,2003,64.1349,21.0276549890181,2.44,0.52,1.29,271.0,2.0,1.31,56.05686428,98.0,18.0,4.5,2.0,98.0,6.18,98.0,0.1,646.561295,2469286.0,2.4,2.5,0.609,10.5,48.7,428.0,8.10662962962963,24.6,3.8685462,21.19854,12.707278328687252,13.200219756872002,43.81501
Montenegro,MNE,2003,74.226,26.0199501928823,5.4378089983022075,9.77,9.82,134.0,0.0,0.01,495.0782963,83.86914997675701,0.0,54.2,0.0,83.95762416646669,8.91,84.4113716092838,0.1,2789.1735,612267.0,2.4,2.4,0.0,0.0,12.2,137.50734682405846,8.577655464699909,66.2,1.0779971,64.71782099599137,1.6300301813512377,1.841286783714684,789.5606108685627
Morocco,MAR,2003,67.9577,26.3997347331309,0.48,19.46412393162393,19.46826617826618,146.0,24.0,0.58,88.16506179,9.0,10841.0,47.3,28.0,91.0,5.25,91.0,0.1,1721.973863,29843937.0,6.6,6.4,0.551,9.3,45.7,103.0,4.414,92.6,3.8932004,42.828274,0.1401148713773318,1.4236830662387303,130.45016
Mozambique,MOZ,2003,51.3831,19.8102890904689,1.05,24.45,24.37,424.0,85.0,1.68,42.52689559,76.0,28898.0,17.7,124.0,67.0,6.39,85.0,15.3,283.8911588,19716598.0,4.0,3.9,0.318,6.7,138.5,339.0,1.256,2.4,9.567022,64.71782099599137,1.326287342315673,1.5387871020106827,38.472973
Myanmar,MMR,2003,61.196,40.6510344092112,0.67,23.74,23.81,231.0,69.0,0.4,3.824212472,8.0,830.0,15.2,93.0,86.0,1.97,78.0,0.5,219.782326,47624894.0,13.3,13.6,0.445,7.7,82.2,552.0,8.577655464699909,3.0,6.0431046,31.933739,10.20184308512038,10.33859545342741,58.021305
Namibia,NAM,2003,51.9178,20.0930633490459,4.55,19.46412393162393,19.46826617826618,471.0,3.0,5.28,294.6571552,83.86914997675701,262.0,26.5,4.0,82.0,6.52,79.0,24.7,2482.36862,1986535.0,14.2,14.3,0.554,11.7,75.1,1240.0,8.10662962962963,35.9,4.3096557,64.71782099599137,1.0869395777390374,1.445125097117647,14.879573
Nepal,NPL,2003,64.2291,59.2354499589495,0.31,14.2,14.37,22.0,38.0,0.2,2.79096532,2.0,13344.0,12.9,50.0,76.0,5.48,78.0,0.1,253.72412,2495623.0,18.0,18.6,0.457,9.2,66.9,382.0,3.496,10.1,5.071858,27.560543,0.368527990256212,0.6390754486304248,17.194744
Netherlands,NLD,2003,78.6649,18.0181068887099,10.81,10.58,10.79,8.0,1.0,9.56,4472.6114,83.86914997675701,4.0,54.2,1.0,98.0,8.46,98.0,0.1,35245.1647,1622532.0,1.1,1.0,0.881,16.5,5.7,9.3,11.146,100.0,0.4765226,99.99033,1.8924508631387216,2.750249905157132,1053.0762
New Zealand,NZL,2003,79.1414,6.63654227442674,9.95,10.37,10.53,82.0,0.0,8.91,3661.792922,89.0,66.0,6.9,0.0,86.0,7.71,9.0,0.1,21913.7817,13456563.520530397,0.3,0.3,0.881,18.2,6.9,12.0,11.992,100.0,0.56853056,84.39357,0.8957662404105677,2.118288002617691,228.07092
Nicaragua,NIC,2003,68.7487,24.9663582365381,4.08,26.08,25.87,198.0,4.0,3.77,2.542436908,86.0,0.0,44.9,5.0,86.0,6.12,86.0,0.3,115.565314,524879.0,2.1,2.0,0.583,11.0,32.6,54.0,6.048,36.9,2.700733,48.152588,4.639126620907892,4.8280134298613575,18.706703
Niger,NER,2003,51.5448,88.1359016394849,0.14,28.08,28.02,28.0,56.0,0.1,20.26876572,83.86914997675701,54190.0,14.6,121.0,44.0,6.23,41.0,1.6,215.8548,1265687.0,12.3,12.2,0.266,3.0,194.4,159.0,1.544,1.0,8.696556,64.71782099599137,0.6680430622000741,0.6799243857539529,3.7986734
Nigeria,NGA,2003,48.618,60.2336147764619,7.92,27.38,27.29,41.0,567.0,9.75,30.19550849,83.86914997675701,141258.0,18.3,918.0,42.0,4.5,29.0,5.4,512.65719,131972533.0,13.5,13.6,0.0,8.1,165.4,219.0,8.577655464699909,0.7,10.062204,14.61391,0.7754325735641041,0.7941299088856987,279.6391
Norway,NOR,2003,79.5291,9.30851275504977,7.0,2.38,2.49,78.0,0.0,6.04,880.7380617,83.86914997675701,8.0,55.3,0.0,92.0,9.85,92.0,0.1,5111.65445,4564855.0,0.8,0.7,0.918,17.1,4.4,8.4,11.77,100.0,0.35588485,99.85454,5.824457486528253,12.833634622091422,479.93036
Oman,OMN,2003,74.5213,46.9562614200604,0.98,27.77,27.76,127.0,1.0,0.56,65.65631302,99.0,1.0,48.1,1.0,99.0,3.17,99.0,0.1,969.8126,13456563.520530397,7.1,6.8,0.725,11.2,13.8,12.0,8.577655464699909,100.0,1.1865232,83.8846,0.1667073191051657,0.4735441785800057,136.07596
Pakistan,PAK,2003,62.8343,59.3699841751069,0.032,21.14,21.6,185.0,366.0,0.01,24.23455671,63.0,4740.0,17.9,466.0,69.0,2.61,67.0,0.1,563.594342,1477341.0,21.6,22.0,0.465,5.6,100.5,276.0,4.646,27.0,7.9537134,35.157074,0.4098011534648149,0.8404677281152778,559.92676
Panama,PAN,2003,74.5671,18.3823010749667,5.36,25.7,25.46,126.0,1.0,5.52,58.45976019,98.0,0.0,48.6,2.0,95.0,7.6,98.0,0.1,4267.13578,329174.0,2.2,2.2,0.728,12.8,23.3,64.0,9.402,100.0,1.9677031,64.71782099599137,0.8319508714630326,1.2765152527365629,67.91378
Papua New Guinea,PNG,2003,61.741,16.7159212631198,1.92,24.84,24.75,321.0,11.0,0.59,124.3789361,67.0,3863.0,39.6,14.0,62.0,6.79,68.0,1.4,588.3582595,61724.0,1.5,1.4,0.433,7.2,68.4,432.0,8.10662962962963,6.0,5.1601667,64.71782099599137,0.7053585389988624,0.7970597656433737,20.563549
Paraguay,PRY,2003,70.7949,12.966481503164,5.19,23.94,23.9,166.0,4.0,6.64,155.4233076,86.0,0.0,41.3,4.0,86.0,5.99,86.0,0.1,1174.779347,56795.0,2.4,2.3,0.642,12.7,31.4,47.0,7.438,48.8,2.6095245,52.56899,2.311220384213312,2.370260778906818,122.492584
Peru,PER,2003,71.2777,68.9624660132158,6.02,19.7,19.6,152.0,15.0,4.5,34.70333523,65.0,0.0,47.4,19.0,95.0,4.6,94.0,0.4,218.25997,26937738.0,1.3,1.3,0.686,13.3,30.1,146.0,9.548,51.7,2.3277278,46.08346,1.4492311262463216,1.938287207464392,147.67165
Philippines,PHL,2003,68.0491,30.7743493607566,5.76,26.05,26.22,217.0,67.0,4.44,0.901149288,52.0,10511.0,19.2,87.0,85.0,3.25,84.0,0.1,11.553196,8331954.0,1.0,9.7,0.631,11.6,34.4,559.0,8.146,39.7,2.6629584,42.992058,0.5429932689131104,0.6523366662681473,311.88364
Poland,POL,2003,74.7716,27.1048298406849,10.24,8.39,8.86,142.0,3.0,9.06,542.0235,97.0,48.0,54.5,3.0,98.0,6.22,99.0,0.1,5693.52416,382457.0,2.4,2.6,0.796,15.3,8.1,30.0,11.112,100.0,0.7016028,64.71782099599137,8.567993714241679,9.132700801659132,1034.2067
Portugal,PRT,2003,77.5828,13.4896924274961,12.48,16.07,15.77,15.0,0.0,14.21,2283.891796,94.0,8.0,52.5,1.0,96.0,9.54,99.0,0.1,15772.7334,1458821.0,0.7,0.6,0.789,15.8,5.5,44.0,8.236,100.0,0.428125,93.76341,1.498386142924236,2.6471689272800365,305.17673
Qatar,QAT,2003,76.0975,94.7440660994636,1.22,28.11,28.18,85.0,0.0,1.0,4049.972347,93.0,24.0,64.7,0.0,93.0,4.14,92.0,0.1,34176.98183,13456563.520530397,4.8,4.5,0.815,12.8,11.2,42.0,8.10662962962963,100.0,0.95991594,96.34022,0.1668176864928879,0.4290199111901996,163.61983
Romania,ROU,2003,70.8189,21.1260463408151,19.29,9.49,10.04,174.0,4.0,8.78,375.1740323,98.0,9.0,52.9,4.0,97.0,5.3,97.0,0.1,2774.95586,21574326.0,3.5,4.0,0.722,12.5,19.9,159.0,10.814,100.0,1.6977208,81.62598,5.431227875555486,6.487390097488225,441.24448
Russia,RUS,2003,64.715,17.3414730765516,14.33,-3.64,-4.0,322.0,20.0,11.32,333.2148711,94.0,3291.0,54.7,22.0,97.0,5.61,96.0,0.4,2975.132778,144648257.0,2.6,2.8,0.733,13.2,16.1,88.0,8.577655464699909,99.7,1.295764,74.84738,2.723867603138273,3.7385137455812334,7448.467
Rwanda,RWA,2003,53.5291,30.4979302158135,1.37,19.62,19.44,48.0,29.0,6.66,33.30286123,96.0,1064.0,14.5,46.0,96.0,6.34,96.0,8.1,212.6619491,868346.0,7.0,7.3,0.359,7.6,133.3,100.0,8.10662962962963,0.1,8.144703,64.71782099599137,1.558453668155463,2.073338497819439,2.9041436
Samoa,WSM,2003,71.4406,13.2568830553227,4.11,27.63,27.85,169.0,0.0,4.17,24.99717134,83.0,0.0,68.2,0.0,82.0,4.71,83.0,0.1,197.29417,177662.0,0.2,0.2,0.659,12.3,19.7,17.0,8.577655464699909,20.5,1.6770855,60.425575,0.7768142506505238,0.8987458567832487,1.0578926
Sao Tome and Principe,STP,2003,62.1579,24.9318158878168,7.7,19.46412393162393,19.46826617826618,225.0,0.0,6.54,86.42744056,43.0,0.0,22.2,0.0,94.0,11.12,94.0,1.6,649.342153,148372.0,7.4,7.4,0.504,9.7,65.7,125.0,8.577655464699909,0.5,4.5022497,27.219223,0.6498408586947025,0.7650049751552319,0.34411958
Saudi Arabia,SAU,2003,73.657,58.024662773636,0.0,26.03,26.02,13.0,9.0,0.05,832.3688708,95.0,1208.0,58.5,11.0,95.0,4.2,95.0,0.1,9567.458285,13456563.520530397,7.2,7.3,0.747,12.2,18.5,16.0,8.10662962962963,100.0,1.5869943,64.71782099599137,0.0174946255302512,0.0842409843805676,1569.191
Senegal,SEN,2003,59.4735,60.9096861151279,0.49,28.94,28.98,251.0,25.0,0.33,62.21977893,83.86914997675701,1519.0,18.7,44.0,73.0,5.4,73.0,0.7,642.7663113,16799.0,11.8,11.7,0.401,5.9,104.5,147.0,1.794,37.2,5.913733,20.776388,0.741609535100548,0.7625944748484997,22.695988
Serbia,SRB,2003,72.7222,32.683463379322,5.4378089983022075,10.99,11.24,134.0,1.0,7.25,389.7515212,83.86914997675701,15.0,52.8,1.0,89.0,8.13,89.0,0.1,2832.49652,748591.0,2.7,2.7,0.715,13.0,10.5,137.50734682405846,10.168,60.7,0.912296,74.459656,4.831692000903424,5.72531940329336,789.5606108685627
Seychelles,SYC,2003,71.684,10.2850679474579,7.77,27.0,26.95,185.0,0.0,7.41,843.1186662,99.0,0.0,28.7,0.0,99.0,4.64,99.0,0.1,8524.961236,82781.0,6.1,6.5,0.713,12.1,13.7,14.0,8.577655464699909,100.0,1.1839186,64.71782099599137,1.031079414591774,1.8091145767242052,3.5142403
Sierra Leone,SLE,2003,46.7843,41.7517372598839,0.26,26.57,26.61,57.0,30.0,4.07,38.61473209,83.86914997675701,586.0,18.4,47.0,66.0,11.69,73.0,1.9,263.7618312,5199549.0,9.7,9.8,0.322,7.4,206.7,313.0,3.176,0.2,13.030386,5.674207,0.7697902086749023,0.7859072106955485,2.4334383
Singapore,SGP,2003,79.1777,17.7392806593529,1.83,27.69,27.71,73.0,0.0,1.43,2263.068326,95.0,33.0,29.6,0.0,96.0,3.63,96.0,0.1,23573.6284,13456563.520530397,2.1,2.0,0.819,12.7,3.2,43.0,8.10662962962963,100.0,0.25120625,100.0,0.074015478800229,0.3051732845994806,454.2738
Slovakia,SVK,2003,73.8185,22.7003052930194,10.5,8.52,8.74,144.0,0.0,9.85,0.0,99.0,1.0,52.1,0.0,98.0,5.82,99.0,0.1,8307.809811306384,13456563.520530397,1.5,1.6,0.771,13.6,8.8,21.0,8.10662962962963,100.0,0.7377969,93.44967,2.722575696568724,3.392571309861377,219.88297
Slovenia,SVN,2003,76.3172,21.6496505670105,11.19,9.85,9.74,119.0,0.0,11.58,203.3252124,83.86914997675701,0.0,52.9,0.0,95.0,8.77,95.0,0.1,1488.47154,1995733.0,2.0,2.1,0.843,16.1,4.7,16.0,8.10662962962963,100.0,0.3872475,91.10523,7.1814065389325705,8.458633139490578,80.23734
Solomon Islands,SLB,2003,67.4787,12.7455152801093,0.91,25.92,25.97,215.0,0.0,1.18,16.83170578,79.0,0.0,4.4,0.0,84.0,6.0,84.0,0.1,744.7657423,446769.0,1.3,1.3,0.453,8.0,29.7,79.0,8.577655464699909,8.4,2.4945958,64.71782099599137,0.9444341933628828,1.051354574637849,1.1932362
South Africa,ZAF,2003,54.2451,23.0775934481989,8.72,18.21,18.14,485.0,55.0,6.93,519.1563781,71.0,244.0,42.2,82.0,7.0,8.26,69.0,28.9,3775.68275,46418193.9,13.5,16.1,0.613,12.9,79.3,1070.0,8.484,62.5,4.97109,64.71782099599137,1.300186203064584,3.203711834496703,1257.9573
Spain,ESP,2003,79.7482,15.2122004417795,11.25,14.38,14.05,83.0,2.0,12.09,3205.019918,81.0,256.0,59.3,2.0,99.0,7.99,98.0,0.1,21495.7741,42187645.0,0.6,0.5,0.83,15.6,5.0,27.0,10.244,100.0,0.40509313,99.42211,0.9786585815708458,2.8872970287143733,1694.7809
Sri Lanka,LKA,2003,72.4417,26.6463535848639,1.87,27.32,27.22,146.0,5.0,1.69,72.4280894,32.0,65.0,15.6,5.0,98.0,3.95,99.0,0.1,989.4547732,1983.0,15.4,15.5,0.697,12.7,15.2,66.0,10.806,18.1,1.3013821,45.078354,3.289653339562576,4.106664168192306,55.061676
Sudan,SDN,2003,58.3193,57.0038362320227,0.0,28.0,28.02,278.0,69.0,1.74,35.35264737,83.86914997675701,4381.0,39.685781413156974,104.0,69.0,3.18,69.0,0.2,477.738478,29435944.0,4.7444178558997585,4.772889836407936,0.409,5.6,93.1,138.0,3.222,13.1,6.067444,64.71782099599137,0.1340902363060476,1.2021891024114328,41.0194
Suriname,SUR,2003,65.7785,28.1427434567844,4.93,26.78,26.67,223.0,0.0,4.53,32.3662077,83.86914997675701,0.0,49.7,0.0,74.0,6.62,75.0,1.0,263.1399,488332.0,3.5,3.5,0.0,10.9,28.1,27.0,8.577655464699909,80.1,2.4872727,52.284714,2.23428344396445,2.9938247498911115,8.113691
Sweden,SWE,2003,80.1951,8.91945432965492,9.54,3.2,3.48,69.0,0.0,6.9,5067.411418,83.86914997675701,3.0,54.4,0.0,99.0,9.31,99.0,0.1,36961.42537,8958229.0,1.3,1.3,0.882,15.9,3.9,5.1,11.804,100.0,0.32072476,99.42949,6.252237106286368,8.769066746522093,609.23724
Switzerland,CHE,2003,80.5325,15.0665117216973,12.12,6.65,6.44,72.0,0.0,10.82,842.2768087,83.86914997675701,574.0,52.3,0.0,95.0,1.93,93.0,0.1,4796.56497,73391.0,0.6,0.5,0.889,15.0,5.3,9.0,10.548,100.0,0.44543758,96.700005,3.751186907656734,6.81234094548048,358.35925
Syria,SYR,2003,72.1875,23.505989430593,1.21,18.65,18.75,134.0,9.0,1.29,94.75639211,81.0,801.0,46.0,11.0,85.0,5.12,83.0,0.1,1253.39143,17415266.0,6.6,6.4,0.599,10.3,20.9,35.0,5.588,98.8,1.7737172,64.71782099599137,0.2692384445295388,0.816821814193239,226.19656
Tajikistan,TJK,2003,65.8742,34.5291662601766,0.86,3.58,4.29,182.0,11.0,0.36,13.25723997,58.0,2144.0,32.5,14.0,82.0,4.46,85.0,0.3,236.314438,6576877.0,4.0,4.0,0.553,10.1,61.8,215.0,8.10662962962963,47.1,5.4246645,39.15903,2.384910847400545,2.575064743829969,66.60821
Tanzania,TZA,2003,55.9292,20.9420332235962,10.07,23.29,22.99,459.0,103.0,2.34,0.0,95.0,1673.0,17.2,160.0,97.0,4.6,95.0,11.5,8307.809811306384,13456563.520530397,7.9,7.9,0.6598513368983958,12.4773440285205,105.3,510.0,8.10662962962963,0.7,6.5088296,1.575071,1.0932097783570205,1.686256552867344,22.399557
Thailand,THA,2003,72.1012,40.5281267680848,9.07,26.71,26.75,189.0,15.0,6.14,282.8364612,96.0,4519.0,2.9,18.0,98.0,3.58,98.0,0.6,2358.93629,64554952.0,9.1,9.3,0.666,11.8,18.9,240.0,6.912,64.0,1.5488347,64.71782099599137,1.7186568617651514,1.8805128230383124,911.6903
Togo,TGO,2003,55.2994,52.1090846350623,1.42,27.45,27.38,355.0,15.0,1.02,2.995959823,83.86914997675701,295.0,17.9,22.0,72.0,5.0,72.0,5.2,31.437144,539141.0,8.8,8.7,0.428,9.9,109.1,60.0,5.284,0.8,6.978734,7.807324,0.8681497171739259,0.8837317918981682,5.5633974
Tonga,TON,2003,70.2275,12.7078429737717,1.53,25.05,25.14,153.0,0.0,1.79,45.85105771,85.0,0.0,67.8,0.0,91.0,5.9,9.0,0.1,229.714718,99789.0,0.1,0.1,0.683,13.7,15.6,18.0,8.10662962962963,41.9,1.3358343,29.264315,0.692563475279548,0.8123432354606679,0.5272463
Trinidad and Tobago,TTO,2003,69.4536,22.6238239897069,5.55,26.77,26.55,191.0,0.0,5.53,78.72216127,76.0,0.0,36.0,1.0,91.0,5.13,91.0,0.5,884.518666,128452.0,6.4,6.9,0.729,12.0,27.6,12.0,10.05,100.0,2.3792853,64.71782099599137,1.753570894971925,2.316723515200044,154.78418
Tunisia,TUN,2003,73.3036,25.6457176022554,1.63,20.92,20.67,17.0,4.0,1.34,321.7694175,92.0,22.0,5.6,4.0,95.0,5.36,95.0,0.1,2761.969249,9939678.0,6.4,6.3,0.667,13.5,24.0,25.0,6.854,96.6,2.0449457,72.695,0.1371857124185646,1.5783072366049122,96.474365
Turkey,TUR,2003,72.9061,21.8495187095391,2.34,11.35,11.62,135.0,35.0,1.42,459.1113061,68.0,5844.0,55.9,43.0,69.0,5.34,68.0,0.1,4718.51291,668583.0,5.1,5.0,0.668,11.9,29.9,31.0,8.577655464699909,91.9,2.499408,64.71782099599137,2.723867603138273,3.7385137455812334,909.41766
Turkmenistan,TKM,2003,65.8538,17.352860883441,2.59,16.24,17.03,231.0,7.0,2.88,179.6156482,97.0,1.0,39.4,8.0,66.0,3.85,83.0,0.1,1283.885977,4655741.0,3.5,3.4,0.0,10.3,58.8,116.0,8.577655464699909,99.6,4.90141,70.27369,4.543721728355055,5.259319782695329,167.96407
Uganda,UGA,2003,52.4136,31.6434916524877,17.34,23.64,23.57,53.0,109.0,10.16,4.426792406,44.0,29429.0,13.9,173.0,57.0,7.54,59.0,9.4,237.9995917,2662482.0,6.7,6.7,0.418,11.5,123.1,248.0,4.89,0.8,7.468154,3.8409495,1.0545246733805178,1.439918155618219,11.40781
Ukraine,UKR,2003,67.6383,24.0171509271002,10.24,8.35,9.23,256.0,6.0,5.92,21.22386354,77.0,411.0,55.7,6.0,99.0,6.93,97.0,0.9,148.522488,4781295.0,2.8,2.9,0.691,14.3,15.8,126.0,8.10662962962963,92.5,1.3656337,66.73623,26.492239195204814,29.913951258550032,1591.9277
United Arab Emirates,ARE,2003,79.5995,44.1670264514498,1.76,28.21,28.32,98.0,1.0,1.74,277.1818332,92.0,42.0,56.8,1.0,94.0,2.65,94.0,0.1,3323.52318,13456563.520530397,5.2,5.0,0.808,12.3,10.1,3.5,8.10662962962963,100.0,0.7950441,64.71782099599137,0.266157387823741,1.133595559019221,631.1553
United Kingdom,GBR,2003,78.3302,15.1808631587997,12.5,9.55,9.5,86.0,4.0,11.85,0.0,83.86914997675701,460.0,59.5,4.0,91.0,7.81,91.0,0.1,8307.809811306384,13456563.520530397,0.7,0.5,0.6598513368983958,12.4773440285205,6.3,13.0,10.93,100.0,0.53202546,100.0,2.094248588052036,5.364439636603322,2668.7344
United States,USA,2003,77.1369,12.2408284111277,9.17,9.44,9.54,114.0,28.0,8.4,0.0,92.0,56.0,62.4,33.0,91.0,15.6,96.0,0.1,8307.809811306384,13456563.520530397,0.7,0.6,0.6598513368983958,12.4773440285205,8.1,5.9,13.046,100.0,0.6878715,64.71782099599137,3.243232392265178,10.339690202576133,26383.084
